DateTime, Value
7/18/2017 18:00:00, 41
7/18/2017 19:00:00, 49
7/18/2017 20:00:00, 59
7/18/2017 21:00:00, 69
7/18/2017 22:00:00, 79
7/18/2017 23:00:00, 82
7/19/2017 00:00:00, 87
7/19/2017 01:00:00, 89
7/19/2017 02:00:00, 90
7/19/2017 03:00:00, 96
7/19/2017 04:00:00, 98
7/19/2017 05:00:00, 98
7/19/2017 06:00:00, 98
7/19/2017 07:00:00, 98
7/19/2017 08:00:00, 96
7/19/2017 09:00:00, 90
7/19/2017 10:00:00, 70
7/19/2017 11:00:00, 64
7/19/2017 12:00:00, 59
7/19/2017 13:00:00, 56
7/19/2017 14:00:00, 52
7/19/2017 15:00:00, 58
7/19/2017 16:00:00, 74
7/19/2017 17:00:00, 81
7/19/2017 18:00:00, 57
7/19/2017 19:00:00, 54
7/19/2017 20:00:00, 60
7/19/2017 21:00:00, 69
7/19/2017 22:00:00, 72
7/19/2017 23:00:00, 73
7/20/2017 00:00:00, 80
7/20/2017 01:00:00, 88
7/20/2017 02:00:00, 90
7/20/2017 03:00:00, 94
7/20/2017 04:00:00, 96
7/20/2017 05:00:00, 96
7/20/2017 06:00:00, 97
7/20/2017 07:00:00, 98
7/20/2017 08:00:00, 98
7/20/2017 09:00:00, 98
7/20/2017 10:00:00, 98
7/20/2017 11:00:00, 100
7/20/2017 12:00:00, 100
7/20/2017 13:00:00, 99
7/20/2017 14:00:00, 99
7/20/2017 15:00:00, 99
7/20/2017 16:00:00, 99
7/20/2017 17:00:00, 98
7/20/2017 18:00:00, 97
7/20/2017 19:00:00, 97
7/20/2017 20:00:00, 97
7/20/2017 21:00:00, 93
7/20/2017 22:00:00, 95
7/20/2017 23:00:00, 94
7/21/2017 00:00:00, 98
7/21/2017 01:00:00, 99
7/21/2017 02:00:00, 99
7/21/2017 03:00:00, 100
7/21/2017 04:00:00, 100
7/21/2017 05:00:00, 100
7/21/2017 06:00:00, 100
7/21/2017 07:00:00, 100
7/21/2017 08:00:00, 98
7/21/2017 09:00:00, 94
7/21/2017 10:00:00, 93
7/21/2017 11:00:00, 87
7/21/2017 12:00:00, 85
7/21/2017 13:00:00, 83
7/21/2017 14:00:00, 73
7/21/2017 15:00:00, 68
7/21/2017 16:00:00, 61
7/21/2017 17:00:00, 59
7/21/2017 18:00:00, 59
7/21/2017 19:00:00, 55
7/21/2017 20:00:00, 53
7/21/2017 21:00:00, 54
7/21/2017 22:00:00, 56
7/21/2017 23:00:00, 62
7/22/2017 00:00:00, 55
7/22/2017 01:00:00, 61
7/22/2017 02:00:00, 62
7/22/2017 03:00:00, 60
7/22/2017 04:00:00, 64
7/22/2017 05:00:00, 63
7/22/2017 06:00:00, 79
7/22/2017 07:00:00, 89
7/22/2017 08:00:00, 91
7/22/2017 09:00:00, 88
7/22/2017 10:00:00, 90
7/22/2017 11:00:00, 92
7/22/2017 12:00:00, 97
7/22/2017 13:00:00, 100
7/22/2017 14:00:00, 100
7/22/2017 15:00:00, 100
7/22/2017 16:00:00, 100
7/22/2017 17:00:00, 99
7/22/2017 18:00:00, 98
7/22/2017 19:00:00, 97
7/22/2017 20:00:00, 95
7/22/2017 21:00:00, 93
7/22/2017 22:00:00, 94
7/22/2017 23:00:00, 95
7/23/2017 00:00:00, 96
7/23/2017 01:00:00, 96
7/23/2017 02:00:00, 97
7/23/2017 03:00:00, 96
7/23/2017 04:00:00, 94
7/23/2017 05:00:00, 93
7/23/2017 06:00:00, 88
7/23/2017 07:00:00, 83
7/23/2017 08:00:00, 78
7/23/2017 09:00:00, 76
7/23/2017 10:00:00, 76
7/23/2017 11:00:00, 77
7/23/2017 12:00:00, 82
7/23/2017 13:00:00, 84
7/23/2017 14:00:00, 80
7/23/2017 15:00:00, 74
7/23/2017 16:00:00, 69
7/23/2017 17:00:00, 74
7/23/2017 18:00:00, 82
7/23/2017 19:00:00, 83
7/23/2017 20:00:00, 74
7/23/2017 21:00:00, 72
7/23/2017 22:00:00, 82
7/23/2017 23:00:00, 85
7/24/2017 00:00:00, 81
7/24/2017 01:00:00, 77
7/24/2017 02:00:00, 71
7/24/2017 03:00:00, 73
7/24/2017 04:00:00, 74
7/24/2017 05:00:00, 73
7/24/2017 06:00:00, 89
7/24/2017 07:00:00, 95
7/24/2017 08:00:00, 97
7/24/2017 09:00:00, 97
7/24/2017 10:00:00, 92
7/24/2017 11:00:00, 91
7/24/2017 12:00:00, 95
7/24/2017 13:00:00, 94
7/24/2017 14:00:00, 95
7/24/2017 15:00:00, 97
7/24/2017 16:00:00, 95
7/24/2017 17:00:00, 94
7/24/2017 18:00:00, 94
7/24/2017 19:00:00, 96
7/24/2017 20:00:00, 98
7/24/2017 21:00:00, 98
7/24/2017 22:00:00, 98
7/24/2017 23:00:00, 99
7/25/2017 00:00:00, 100
7/25/2017 01:00:00, 100
7/25/2017 02:00:00, 100
7/25/2017 03:00:00, 100
7/25/2017 04:00:00, 100
7/25/2017 05:00:00, 100
7/25/2017 06:00:00, 100
7/25/2017 07:00:00, 100
7/25/2017 08:00:00, 100
7/25/2017 09:00:00, 95
7/25/2017 10:00:00, 85
7/25/2017 11:00:00, 74
7/25/2017 12:00:00, 72
7/25/2017 13:00:00, 74
7/25/2017 14:00:00, 72
7/25/2017 15:00:00, 67
7/25/2017 16:00:00, 63
7/25/2017 17:00:00, 61
7/25/2017 18:00:00, 69
7/25/2017 19:00:00, 74
7/25/2017 20:00:00, 73
7/25/2017 21:00:00, 78
7/25/2017 22:00:00, 82
7/25/2017 23:00:00, 86
7/26/2017 00:00:00, 89
7/26/2017 01:00:00, 91
7/26/2017 02:00:00, 97
7/26/2017 03:00:00, 100
7/26/2017 04:00:00, 99
7/26/2017 05:00:00, 97
7/26/2017 06:00:00, 96
7/26/2017 07:00:00, 96
7/26/2017 08:00:00, 96
7/26/2017 09:00:00, 94
7/26/2017 10:00:00, 92
7/26/2017 11:00:00, 90
7/26/2017 12:00:00, 88
7/26/2017 13:00:00, 87
7/26/2017 14:00:00, 88
7/26/2017 15:00:00, 88
7/26/2017 16:00:00, 82
7/26/2017 17:00:00, 77
7/26/2017 18:00:00, 77
7/26/2017 19:00:00, 80
7/26/2017 20:00:00, 83
7/26/2017 21:00:00, 85
7/26/2017 22:00:00, 87
7/26/2017 23:00:00, 90
7/27/2017 00:00:00, 93
7/27/2017 01:00:00, 95
7/27/2017 02:00:00, 96
7/27/2017 03:00:00, 98
7/27/2017 04:00:00, 100
7/27/2017 05:00:00, 100
7/27/2017 06:00:00, 100
7/27/2017 07:00:00, 99
7/27/2017 08:00:00, 85
7/27/2017 09:00:00, 70
7/27/2017 10:00:00, 56
7/27/2017 11:00:00, 46
7/27/2017 12:00:00, 43
7/27/2017 13:00:00, 43
7/27/2017 14:00:00, 42
7/27/2017 15:00:00, 38
7/27/2017 16:00:00, 41
7/27/2017 17:00:00, 40
7/27/2017 18:00:00, 39
7/27/2017 19:00:00, 40
7/27/2017 20:00:00, 39
7/27/2017 21:00:00, 46
7/27/2017 22:00:00, 59
7/27/2017 23:00:00, 70
7/28/2017 00:00:00, 79
7/28/2017 01:00:00, 83
7/28/2017 02:00:00, 86
